Tuned time [Ma],Foram bent [#] (ISOBENbinned_d13Ccount),Foram bent δ13C [‰ PDB] (ISOBENbinned_d13C),13C_binned_interp,Foram bent [#] (ISOBENbinned_d18Ocount),Foram bent δ18O [‰ PDB] (ISOBENbinned_d18O),18O_binned_interp,13C_LOESSsmooth,18O_LOESSsmooth,Comment (error),13C_LOESSsmoothLongTerm),18O_LOESSsmoothLongTerm,Comment (ISOBENLOESSsmooth_pts)
17.12,1,0.733,0.733,1,2.163,2.163,0.784,2.214,10pts smooth,0.82946903,2.2223208,500pts smooth
17.122,0,,0.746,0,,2.172,0.743,2.168,10pts smooth,0.8299284,2.2238197,500pts smooth
17.124,0,,0.758,0,,2.18,0.761,2.188,10pts smooth,0.83034158,2.2252758,500pts smooth
17.126,1,0.771,0.771,1,2.189,2.189,0.801,2.233,10pts smooth,0.83070654,2.2266877,500pts smooth
17.128,0,,0.865,0,,2.312,0.863,2.312,10pts smooth,0.83102137,2.2280533,500pts smooth
17.13,1,0.958,0.958,1,2.435,2.435,0.926,2.39,10pts smooth,0.83128399,2.2293718,500pts smooth
17.132,0,,0.97,0,,2.438,0.966,2.437,10pts smooth,0.83149254,2.2306409,500pts smooth
17.134,0,,0.981,0,,2.441,0.99,2.455,10pts smooth,0.83164501,2.2318594,500pts smooth
17.136,1,0.993,0.993,1,2.444,2.444,0.988,2.415,10pts smooth,0.83173949,2.2330256,500pts smooth
17.138,0,,0.971,0,,2.355,0.973,2.352,10pts smooth,0.83177394,2.234138,500pts smooth
17.14,0,,0.948,0,,2.266,0.947,2.266,10pts smooth,0.83174646,2.2351949,500pts smooth
17.142,1,0.926,0.926,1,2.177,2.177,0.919,2.185,10pts smooth,0.83165503,2.2361948,500pts smooth
17.144,0,,0.892,0,,2.143,0.896,2.151,10pts smooth,0.83149767,2.2371364,500pts smooth
17.146,1,0.858,0.858,1,2.108,2.108,0.878,2.15,10pts smooth,0.83127248,2.2380173,500pts smooth
17.148,0,,0.876,0,,2.207,0.875,2.204,10pts smooth,0.8310051,2.2388442,500pts smooth
17.15,1,0.894,0.894,1,2.305,2.305,0.878,2.291,10pts smooth,0.83072251,2.2396243,500pts smooth
17.152,0,,0.883,0,,2.353,0.879,2.361,10pts smooth,0.8304249,2.2403584,500pts smooth
17.154,0,,0.871,0,,2.4,0.875,2.394,10pts smooth,0.83011228,2.2410476,500pts smooth
17.156,1,0.86,0.86,1,2.448,2.448,0.87,2.401,10pts smooth,0.82978481,2.241693,500pts smooth
17.158,0,,0.87,0,,2.367,0.871,2.368,10pts smooth,0.82944256,2.2422957,500pts smooth
17.16,1,0.879,0.879,1,2.285,2.285,0.871,2.324,10pts smooth,0.82908565,2.2428565,500pts smooth
17.162,0,,0.865,0,,2.283,0.865,2.297,10pts smooth,0.82871419,2.2433765,500pts smooth
17.164,0,,0.852,0,,2.281,0.852,2.273,10pts smooth,0.82832825,2.2438567,500pts smooth
17.166,1,0.838,0.838,1,2.279,2.279,0.817,2.253,10pts smooth,0.82792795,2.2442977,500pts smooth
17.168,0,,0.787,0,,2.234,0.785,2.234,10pts smooth,0.82751334,2.2447011,500pts smooth
17.17,1,0.735,0.735,1,2.188,2.188,0.783,2.203,10pts smooth,0.8270846,2.2450678,500pts smooth
17.172,0,,0.774,0,,2.188,0.786,2.182,10pts smooth,0.8266418,2.2453985,500pts smooth
17.174,0,,0.814,0,,2.187,0.79,2.209,10pts smooth,0.82618505,2.2456944,500pts smooth
17.176,1,0.853,0.853,1,2.187,2.187,0.788,2.239,10pts smooth,0.82571441,2.2459564,500pts smooth
17.178,1,0.709,0.709,1,2.339,2.339,0.755,2.253,10pts smooth,0.82523,2.2461855,500pts smooth
17.18,0,,0.7,0,,2.256,0.716,2.246,10pts smooth,0.82473195,2.246383,500pts smooth
17.182,0,,0.692,0,,2.173,0.689,2.167,10pts smooth,0.8242203,2.2465494,500pts smooth
17.184,0,,0.683,0,,2.091,0.668,2.075,10pts smooth,0.82369524,2.246686,500pts smooth
17.186,1,0.674,0.674,1,2.008,2.008,0.651,2.023,10pts smooth,0.82315677,2.2467937,500pts smooth
17.188,0,,0.633,0,,1.952,0.652,2.011,10pts smooth,0.82260507,2.2468736,500pts smooth
17.19,1,0.592,0.592,1,1.896,1.896,0.698,2.094,10pts smooth,0.8220402,2.2469268,500pts smooth
17.192,1,0.843,0.843,1,2.463,2.463,0.753,2.178,10pts smooth,0.82146227,2.246954,500pts smooth
17.194,0,,0.832,0,,2.249,0.801,2.181,10pts smooth,0.82087141,2.2469563,500pts smooth
17.196,1,0.821,0.821,1,2.035,2.035,0.84,2.157,10pts smooth,0.82026762,2.2469349,500pts smooth
17.198,0,,0.824,0,,2.045,0.837,2.092,10pts smooth,0.81965113,2.2468905,500pts smooth
17.2,0,,0.827,0,,2.055,0.826,2.033,10pts smooth,0.81902194,2.2468243,500pts smooth
17.202,0,,0.83,0,,2.064,0.829,2.047,10pts smooth,0.81838024,2.2467372,500pts smooth
17.204,0,,0.832,0,,2.074,0.832,2.074,10pts smooth,0.81772608,2.2466302,500pts smooth
17.206,0,,0.835,0,,2.084,0.835,2.084,10pts smooth,0.81705952,2.2465043,500pts smooth
17.208,0,,0.838,0,,2.094,0.838,2.094,10pts smooth,0.81638074,2.2463608,500pts smooth
17.21,0,,0.841,0,,2.104,0.841,2.104,10pts smooth,0.81568974,2.2462001,500pts smooth
17.212,0,,0.844,0,,2.113,0.844,2.113,10pts smooth,0.81498677,2.2460239,500pts smooth
17.214,0,,0.847,0,,2.123,0.847,2.123,10pts smooth,0.81427181,2.2458324,500pts smooth
17.216,0,,0.85,0,,2.133,0.85,2.133,10pts smooth,0.81354499,2.2456274,500pts smooth
17.218,0,,0.853,0,,2.143,0.853,2.143,10pts smooth,0.81280643,2.2454095,500pts smooth
17.22,0,,0.855,0,,2.153,0.855,2.153,10pts smooth,0.81205618,2.2451797,500pts smooth
17.222,0,,0.858,0,,2.162,0.858,2.162,10pts smooth,0.81129438,2.2449389,500pts smooth
17.224,0,,0.861,0,,2.172,0.861,2.172,10pts smooth,0.81052119,2.2446883,500pts smooth
17.226,0,,0.864,0,,2.182,0.864,2.182,10pts smooth,0.80973661,2.2444289,500pts smooth
17.228,0,,0.867,0,,2.192,0.867,2.192,10pts smooth,0.80894077,2.2441614,500pts smooth
17.23,0,,0.87,0,,2.201,0.87,2.201,10pts smooth,0.80813378,2.2438872,500pts smooth
17.232,0,,0.873,0,,2.211,0.873,2.211,10pts smooth,0.80731571,2.243607,500pts smooth
17.234,0,,0.876,0,,2.221,0.876,2.221,10pts smooth,0.80648673,2.2433221,500pts smooth
17.236,0,,0.878,0,,2.231,0.88,2.234,10pts smooth,0.8056469,2.2430334,500pts smooth
17.238,0,,0.881,0,,2.241,0.884,2.245,10pts smooth,0.80479628,2.2427416,500pts smooth
17.24,0,,0.884,0,,2.25,0.891,2.243,10pts smooth,0.80393505,2.2424481,500pts smooth
17.242,0,,0.887,0,,2.26,0.886,2.24,10pts smooth,0.80306327,2.2421536,500pts smooth
17.244,1,0.89,0.89,1,2.27,2.27,0.835,2.242,10pts smooth,0.80218107,2.2418592,500pts smooth
17.246,1,0.81,0.81,1,2.16,2.16,0.786,2.259,10pts smooth,0.80128849,2.2415662,500pts smooth
17.248,1,0.65,0.65,1,2.33,2.33,0.774,2.318,10pts smooth,0.80038565,2.2412751,500pts smooth
17.25,0,,0.775,0,,2.405,0.777,2.381,10pts smooth,0.79947269,2.2409871,500pts smooth
17.252,1,0.9,0.9,1,2.48,2.48,0.823,2.427,10pts smooth,0.79854965,2.2407031,500pts smooth
17.254,1,0.85,0.85,1,2.42,2.42,0.87,2.456,10pts smooth,0.79761666,2.2404244,500pts smooth
17.256,0,,0.86,0,,2.435,0.864,2.445,10pts smooth,0.79667389,2.2401519,500pts smooth
17.258,1,0.87,0.87,1,2.45,2.45,0.838,2.421,10pts smooth,0.79572129,2.2398863,500pts smooth
17.26,1,0.8,0.8,1,2.36,2.36,0.801,2.401,10pts smooth,0.79475909,2.2396288,500pts smooth
17.262,1,0.73,0.73,1,2.4,2.4,0.764,2.375,10pts smooth,0.79378736,2.2393806,500pts smooth
17.264,0,,0.74,0,,2.345,0.745,2.329,10pts smooth,0.79280615,2.2391424,500pts smooth
17.266,1,0.75,0.75,1,2.29,2.29,0.735,2.286,10pts smooth,0.79181564,2.2389154,500pts smooth
17.268,1,0.75,0.75,1,2.22,2.22,0.747,2.266,10pts smooth,0.79081589,2.2387004,500pts smooth
17.27,0,,0.745,0,,2.245,0.764,2.255,10pts smooth,0.78980696,2.2384984,500pts smooth
17.272,1,0.74,0.74,1,2.27,2.27,0.769,2.26,10pts smooth,0.78878897,2.2383108,500pts smooth
17.274,1,0.85,0.85,1,2.32,2.32,0.763,2.263,10pts smooth,0.78776211,2.2381382,500pts smooth
17.276,1,0.73,0.73,1,2.21,2.21,0.725,2.232,10pts smooth,0.78672636,2.2379818,500pts smooth
17.278,0,,0.655,0,,2.195,0.687,2.201,10pts smooth,0.7856819,2.2378423,500pts smooth
17.28,1,0.58,0.58,1,2.18,2.18,0.681,2.208,10pts smooth,0.78460789,2.2376938,500pts smooth
17.282,1,0.77,0.77,1,2.17,2.17,0.692,2.23,10pts smooth,0.7834844,2.2375095,500pts smooth
17.284,1,0.69,0.69,1,2.29,2.29,0.708,2.236,10pts smooth,0.78231287,2.2372906,500pts smooth
17.286,0,,0.715,0,,2.235,0.718,2.212,10pts smooth,0.78109461,2.2370381,500pts smooth
17.288,1,0.74,0.74,1,2.18,2.18,0.723,2.166,10pts smooth,0.77983093,2.2367527,500pts smooth
17.29,1,0.71,0.71,1,2.03,2.03,0.748,2.087,10pts smooth,0.77852333,2.2364357,500pts smooth
17.292,0,,0.735,0,,1.995,0.757,1.991,10pts smooth,0.7771731,2.2360878,500pts smooth
17.294,1,0.76,0.76,1,1.96,1.96,0.708,1.878,10pts smooth,0.77578157,2.2357101,500pts smooth
17.296,1,0.73,0.73,1,1.74,1.74,0.633,1.772,10pts smooth,0.77435011,2.2353034,500pts smooth
17.298,1,0.43,0.43,1,1.65,1.65,0.506,1.672,10pts smooth,0.7728802,2.2348685,500pts smooth
17.3,0,,0.38,0,,1.635,0.394,1.619,10pts smooth,0.77137309,2.2344069,500pts smooth
17.302,1,0.33,0.33,1,1.62,1.62,0.37,1.684,10pts smooth,0.76983017,2.2339191,500pts smooth
17.304,0,,0.415,0,,1.815,0.405,1.817,10pts smooth,0.76825285,2.2334063,500pts smooth
17.306,1,0.5,0.5,1,2.01,2.01,0.537,2.054,10pts smooth,0.76664245,2.2328691,500pts smooth
17.308,0,,0.695,0,,2.295,0.693,2.294,10pts smooth,0.76500034,2.2323089,500pts smooth
17.31,1,0.89,0.89,1,2.58,2.58,0.828,2.446,10pts smooth,0.7633279,2.2317262,500pts smooth
17.312,0,,0.94,0,,2.53,0.941,2.536,10pts smooth,0.76162648,2.2311223,500pts smooth
17.314,1,0.99,0.99,1,2.48,2.48,0.981,2.506,10pts smooth,0.75989747,2.2304981,500pts smooth
17.316,0,,0.983,0,,2.403,0.982,2.405,10pts smooth,0.75814223,2.2298543,500pts smooth
17.318,0,,0.977,0,,2.327,0.982,2.325,10pts smooth,0.75636214,2.2291923,500pts smooth
17.32,1,0.97,0.97,1,2.25,2.25,0.994,2.291,10pts smooth,0.7545585,2.2285125,500pts smooth
17.322,0,,1.01,0,,2.285,1.01,2.285,10pts smooth,0.75273275,2.2278163,500pts smooth
17.324,1,1.05,1.05,1,2.32,2.32,1.041,2.338,10pts smooth,0.75088626,2.2271044,500pts smooth
17.326,0,,1.07,0,,2.405,1.072,2.403,10pts smooth,0.74902034,2.226378,500pts smooth
17.328,1,1.09,1.09,1,2.49,2.49,1.094,2.452,10pts smooth,0.74713635,2.2256377,500pts smooth
17.33,0,,1.1,0,,2.48,1.103,2.482,10pts smooth,0.74523574,2.2248847,500pts smooth
17.332,1,1.11,1.11,1,2.47,2.47,1.085,2.464,10pts smooth,0.74331981,2.2241199,500pts smooth
17.334,0,,1.05,0,,2.42,1.052,2.425,10pts smooth,0.74138993,2.2233443,500pts smooth
17.336,1,0.99,0.99,1,2.37,2.37,0.995,2.364,10pts smooth,0.73944741,2.2225587,500pts smooth
17.338,0,,0.933,0,,2.313,0.931,2.303,10pts smooth,0.73749375,2.2217641,500pts smooth
17.34,0,,0.877,0,,2.257,0.877,2.26,10pts smooth,0.73553026,2.2209618,500pts smooth
17.342,1,0.82,0.82,1,2.2,2.2,0.832,2.239,10pts smooth,0.7335583,2.2201521,500pts smooth
17.344,0,,0.81,0,,2.265,0.817,2.27,10pts smooth,0.73157918,2.2193365,500pts smooth
17.346,1,0.8,0.8,1,2.33,2.33,0.811,2.322,10pts smooth,0.72959435,2.2185156,500pts smooth
17.348,0,,0.815,0,,2.395,0.796,2.38,10pts smooth,0.72760516,2.2176907,500pts smooth
17.35,1,0.83,0.83,1,2.46,2.46,0.78,2.445,10pts smooth,0.72561294,2.2168624,500pts smooth
17.352,0,,0.765,0,,2.49,0.768,2.493,10pts smooth,0.72361904,2.2160318,500pts smooth
17.354,1,0.7,0.7,1,2.52,2.52,0.771,2.515,10pts smooth,0.72162491,2.2151999,500pts smooth
17.356,0,,0.77,0,,2.52,0.773,2.523,10pts smooth,0.71963179,2.2143676,500pts smooth
17.358,1,0.84,0.84,1,2.52,2.52,0.758,2.508,10pts smooth,0.71764117,2.213536,500pts smooth
17.36,0,,0.76,0,,2.493,0.739,2.488,10pts smooth,0.71565443,2.2127059,500pts smooth
17.362,0,,0.68,0,,2.467,0.713,2.484,10pts smooth,0.71367282,2.2118781,500pts smooth
17.364,1,0.6,0.6,1,2.44,2.44,0.694,2.481,10pts smooth,0.71169776,2.2110536,500pts smooth
17.366,0,,0.725,0,,2.49,0.719,2.489,10pts smooth,0.70973057,2.2102337,500pts smooth
17.368,1,0.85,0.85,1,2.54,2.54,0.74,2.48,10pts smooth,0.70777273,2.209419,500pts smooth
17.37,0,,0.725,0,,2.425,0.706,2.409,10pts smooth,0.70582551,2.2086105,500pts smooth
17.372,1,0.6,0.6,1,2.31,2.31,0.66,2.317,10pts smooth,0.70389032,2.2078094,500pts smooth
17.374,0,,0.595,0,,2.2,0.617,2.213,10pts smooth,0.70196849,2.2070165,500pts smooth
17.376,1,0.59,0.59,1,2.09,2.09,0.586,2.123,10pts smooth,0.70006144,2.2062325,500pts smooth
17.378,0,,0.607,0,,2.09,0.598,2.085,10pts smooth,0.69817048,2.2054586,500pts smooth
17.38,0,,0.623,0,,2.09,0.619,2.076,10pts smooth,0.69629699,2.2046959,500pts smooth
17.382,1,0.64,0.64,1,2.09,2.09,0.628,2.097,10pts smooth,0.69444239,2.2039452,500pts smooth
17.384,0,,0.635,0,,2.13,0.642,2.139,10pts smooth,0.69260794,2.2032073,500pts smooth
17.386,1,0.63,0.63,1,2.17,2.17,0.684,2.221,10pts smooth,0.69079512,2.2024832,500pts smooth
17.388,0,,0.71,0,,2.285,0.712,2.284,10pts smooth,0.6890052,2.2017741,500pts smooth
17.39,1,0.79,0.79,1,2.4,2.4,0.685,2.257,10pts smooth,0.68723959,2.2010806,500pts smooth
17.392,0,,0.635,0,,2.195,0.631,2.193,10pts smooth,0.68549973,2.2004039,500pts smooth
17.394,1,0.48,0.48,1,1.99,1.99,0.517,2.069,10pts smooth,0.68378681,2.1997449,500pts smooth
17.396,0,,0.405,0,,1.945,0.408,1.951,10pts smooth,0.68210238,2.1991045,500pts smooth
17.398,1,0.33,0.33,1,1.9,1.9,0.382,1.928,10pts smooth,0.6804477,2.1984837,500pts smooth
17.4,0,,0.393,0,,1.95,0.391,1.943,10pts smooth,0.67882413,2.1978836,500pts smooth
17.402,0,,0.457,0,,2,0.441,1.987,10pts smooth,0.6772331,2.1973047,500pts smooth
17.404,1,0.52,0.52,1,2.05,2.05,0.501,2.041,10pts smooth,0.67567593,2.1967485,500pts smooth
17.406,0,,0.538,0,,2.084,0.535,2.083,10pts smooth,0.67415398,2.1962154,500pts smooth
17.408,0,,0.556,0,,2.118,0.561,2.122,10pts smooth,0.67266864,2.1957068,500pts smooth
17.41,0,,0.574,0,,2.152,0.579,2.159,10pts smooth,0.67122126,2.1952236,500pts smooth
17.412,0,,0.592,0,,2.186,0.592,2.188,10pts smooth,0.66981328,2.1947665,500pts smooth
17.414,1,0.61,0.61,1,2.22,2.22,0.599,2.186,10pts smooth,0.66839534,2.1942997,500pts smooth
17.416,0,,0.609,0,,2.196,0.6,2.171,10pts smooth,0.66691875,2.1937871,500pts smooth
17.418,0,,0.608,0,,2.171,0.607,2.177,10pts smooth,0.66538548,2.1932306,500pts smooth
17.42,1,0.607,0.607,1,2.147,2.147,0.626,2.229,10pts smooth,0.66379756,2.1926312,500pts smooth
17.422,0,,0.652,0,,2.293,0.655,2.299,10pts smooth,0.66215694,2.1919911,500pts smooth
17.424,1,0.697,0.697,1,2.438,2.438,0.718,2.402,10pts smooth,0.66046572,2.1913109,500pts smooth
17.426,0,,0.774,0,,2.482,0.774,2.478,10pts smooth,0.65872592,2.1905928,500pts smooth
17.428,1,0.851,0.851,1,2.527,2.527,0.792,2.437,10pts smooth,0.65693945,2.1898379,500pts smooth
17.43,0,,0.783,0,,2.352,0.785,2.357,10pts smooth,0.65510839,2.1890481,500pts smooth
17.432,1,0.715,0.715,1,2.176,2.176,0.726,2.241,10pts smooth,0.65323472,2.1882243,500pts smooth
17.434,0,,0.668,0,,2.157,0.661,2.141,10pts smooth,0.65132052,2.1873684,500pts smooth
17.436,0,,0.621,0,,2.137,0.635,2.156,10pts smooth,0.64936775,2.1864817,500pts smooth
17.438,1,0.574,0.574,1,2.118,2.118,0.626,2.21,10pts smooth,0.64737839,2.1855659,500pts smooth
17.44,0,,0.654,0,,2.306,0.646,2.298,10pts smooth,0.64535451,2.1846223,500pts smooth
17.442,1,0.734,0.734,1,2.494,2.494,0.669,2.365,10pts smooth,0.64329809,2.1836524,500pts smooth
17.444,0,,0.679,0,,2.346,0.679,2.316,10pts smooth,0.64121115,2.1826577,500pts smooth
17.446,1,0.623,0.623,1,2.199,2.199,0.682,2.227,10pts smooth,0.63909572,2.1816397,500pts smooth
17.448,0,,0.668,0,,2.077,0.665,2.108,10pts smooth,0.63695383,2.1805999,500pts smooth
17.45,1,0.713,0.713,1,1.955,1.955,0.639,1.998,10pts smooth,0.63478738,2.1795397,500pts smooth
17.452,0,,0.615,0,,1.963,0.586,1.955,10pts smooth,0.63259852,2.1784606,500pts smooth
17.454,0,,0.518,0,,1.972,0.557,1.937,10pts smooth,0.63038921,2.1773643,500pts smooth
17.456,1,0.42,0.42,1,1.98,1.98,0.626,1.934,10pts smooth,0.62816143,2.1762521,500pts smooth
17.458,1,0.846,0.846,1,1.867,1.867,0.714,1.958,10pts smooth,0.6259172,2.1751256,500pts smooth
17.46,0,,0.862,0,,2.014,0.803,2.046,10pts smooth,0.6236586,2.1739862,500pts smooth
17.462,1,0.878,0.878,1,2.161,2.161,0.862,2.145,10pts smooth,0.62138754,2.1728351,500pts smooth
17.464,0,,0.785,0,,2.251,0.792,2.203,10pts smooth,0.61910611,2.1716743,500pts smooth
17.466,1,0.692,0.692,1,2.341,2.341,0.693,2.24,10pts smooth,0.61681628,2.170505,500pts smooth
17.468,0,,0.61,0,,2.202,0.62,2.225,10pts smooth,0.61452007,2.1693289,500pts smooth
17.47,1,0.528,0.528,1,2.063,2.063,0.568,2.22,10pts smooth,0.61221957,2.1681471,500pts smooth
17.472,0,,0.576,0,,2.28,0.578,2.312,10pts smooth,0.60991663,2.1669614,500pts smooth
17.474,1,0.625,0.625,1,2.497,2.497,0.615,2.406,10pts smooth,0.60761338,2.1657734,500pts smooth
17.476,1,0.678,0.678,1,2.538,2.538,0.673,2.44,10pts smooth,0.60531187,2.1645842,500pts smooth
17.478,0,,0.732,0,,2.42,0.736,2.444,10pts smooth,0.60301399,2.1633954,500pts smooth
17.48,1,0.786,0.786,1,2.302,2.302,0.778,2.404,10pts smooth,0.60072178,2.1622088,500pts smooth
17.482,0,,0.816,0,,2.333,0.806,2.337,10pts smooth,0.59843737,2.1610253,500pts smooth
17.484,1,0.846,0.846,1,2.364,2.364,0.807,2.272,10pts smooth,0.59616262,2.159847,500pts smooth
17.486,0,,0.764,0,,2.215,0.765,2.213,10pts smooth,0.59389961,2.158675,500pts smooth
17.488,1,0.681,0.681,1,2.065,2.065,0.711,2.162,10pts smooth,0.59165037,2.157511,500pts smooth
17.49,0,,0.657,0,,2.129,0.662,2.139,10pts smooth,0.58941686,2.1563563,500pts smooth
17.492,1,0.632,0.632,1,2.193,2.193,0.619,2.127,10pts smooth,0.58720112,2.1552126,500pts smooth
17.494,0,,0.599,0,,2.133,0.607,2.127,10pts smooth,0.58500516,2.1540811,500pts smooth
17.496,1,0.565,0.565,1,2.073,2.073,0.596,2.12,10pts smooth,0.58283103,2.1529636,500pts smooth
17.498,0,,0.58,0,,2.08,0.554,2.05,10pts smooth,0.58068073,2.1518614,500pts smooth
17.5,1,0.595,0.595,1,2.087,2.087,0.51,1.991,10pts smooth,0.57855618,2.1507759,500pts smooth
17.502,0,,0.454,0,,1.949,0.471,2.014,10pts smooth,0.57645953,2.1497087,500pts smooth
17.504,1,0.312,0.312,1,1.811,1.811,0.457,2.067,10pts smooth,0.57439268,2.1486614,500pts smooth
17.506,1,0.556,0.556,1,2.384,2.384,0.52,2.169,10pts smooth,0.57235765,2.1476355,500pts smooth
17.508,0,,0.632,0,,2.314,0.602,2.259,10pts smooth,0.57035655,2.1466322,500pts smooth
17.51,1,0.708,0.708,1,2.243,2.243,0.663,2.229,10pts smooth,0.56839132,2.145653,500pts smooth
17.512,0,,0.697,0,,2.146,0.704,2.164,10pts smooth,0.56646401,2.1446998,500pts smooth
17.514,1,0.687,0.687,1,2.05,2.05,0.692,2.097,10pts smooth,0.56457657,2.1437736,500pts smooth
17.516,0,,0.662,0,,2.048,0.67,2.053,10pts smooth,0.56273103,2.1428764,500pts smooth
17.518,1,0.637,0.637,1,2.046,2.046,0.672,2.107,10pts smooth,0.56092942,2.142009,500pts smooth
17.52,0,,0.673,0,,2.174,0.667,2.167,10pts smooth,0.55917376,2.1411736,500pts smooth
17.522,1,0.708,0.708,1,2.302,2.302,0.632,2.173,10pts smooth,0.55746609,2.1403713,500pts smooth
17.524,0,,0.597,0,,2.158,0.599,2.16,10pts smooth,0.55580831,2.1396036,500pts smooth
17.526,1,0.487,0.487,1,2.014,2.014,0.591,2.11,10pts smooth,0.55420256,2.1388719,500pts smooth
17.528,0,,0.591,0,,2.058,0.591,2.053,10pts smooth,0.55265075,2.1381781,500pts smooth
17.53,1,0.695,0.695,1,2.101,2.101,0.614,2.019,10pts smooth,0.55115503,2.1375232,500pts smooth
17.532,0,,0.639,0,,2.007,0.64,2.015,10pts smooth,0.54971725,2.136909,500pts smooth
17.534,1,0.582,0.582,1,1.913,1.913,0.637,2.065,10pts smooth,0.54833949,2.1363368,500pts smooth
17.536,1,0.647,0.647,1,2.195,2.195,0.624,2.133,10pts smooth,0.54702377,2.1358082,500pts smooth
17.538,0,,0.628,0,,2.261,0.608,2.215,10pts smooth,0.54577214,2.1353245,500pts smooth
17.54,1,0.609,0.609,1,2.327,2.327,0.596,2.286,10pts smooth,0.54458654,2.1348875,500pts smooth
17.542,0,,0.581,0,,2.278,0.595,2.303,10pts smooth,0.54346901,2.1344986,500pts smooth
17.544,1,0.552,0.552,1,2.23,2.23,0.61,2.299,10pts smooth,0.54242158,2.1341591,500pts smooth
17.546,0,,0.664,0,,2.295,0.66,2.281,10pts smooth,0.54141992,2.1338449,500pts smooth
17.548,1,0.777,0.777,1,2.36,2.36,0.726,2.244,10pts smooth,0.54043806,2.1335306,500pts smooth
17.55,0,,0.763,0,,2.196,0.76,2.195,10pts smooth,0.53947568,2.1332166,500pts smooth
17.552,1,0.749,0.749,1,2.032,2.032,0.737,2.114,10pts smooth,0.53853244,2.1329031,500pts smooth
17.554,0,,0.682,0,,2.043,0.691,2.04,10pts smooth,0.53760797,2.1325903,500pts smooth
17.556,1,0.614,0.614,1,2.054,2.054,0.635,2.02,10pts smooth,0.53670192,2.1322782,500pts smooth
17.558,0,,0.593,0,,2.02,0.577,2.028,10pts smooth,0.53581393,2.1319671,500pts smooth
17.56,1,0.571,0.571,1,1.987,1.987,0.548,2.08,10pts smooth,0.5349437,2.1316569,500pts smooth
17.562,1,0.438,0.438,1,2.176,2.176,0.526,2.127,10pts smooth,0.53409082,2.1313481,500pts smooth
17.564,0,,0.509,0,,2.168,0.5,2.127,10pts smooth,0.53325492,2.1310408,500pts smooth
17.566,1,0.58,0.58,1,2.16,2.16,0.468,2.092,10pts smooth,0.53243577,2.1307352,500pts smooth
17.568,0,,0.419,0,,1.967,0.414,1.974,10pts smooth,0.53163284,2.1304312,500pts smooth
17.57,1,0.258,0.258,1,1.773,1.773,0.368,1.854,10pts smooth,0.53084594,2.1301293,500pts smooth
17.572,0,,0.342,0,,1.788,0.358,1.807,10pts smooth,0.5300746,2.1298296,500pts smooth
17.574,1,0.426,0.426,1,1.802,1.802,0.365,1.794,10pts smooth,0.52931851,2.1295323,500pts smooth
17.576,0,,0.405,0,,1.846,0.39,1.838,10pts smooth,0.52857739,2.1292374,500pts smooth
17.578,1,0.384,0.384,1,1.89,1.89,0.414,1.89,10pts smooth,0.52785075,2.1289451,500pts smooth
17.58,0,,0.409,0,,1.911,0.412,1.888,10pts smooth,0.52713829,2.1286557,500pts smooth
17.582,1,0.433,0.433,1,1.933,1.933,0.402,1.867,10pts smooth,0.52643973,2.1283693,500pts smooth
17.584,0,,0.404,0,,1.854,0.401,1.853,10pts smooth,0.52575463,2.1280861,500pts smooth
17.586,1,0.374,0.374,1,1.774,1.774,0.415,1.845,10pts smooth,0.52508271,2.1278064,500pts smooth
17.588,0,,0.434,0,,1.867,0.439,1.863,10pts smooth,0.52442354,2.1275301,500pts smooth
17.59,0,,0.494,0,,1.96,0.487,1.95,10pts smooth,0.52377683,2.1272576,500pts smooth
17.592,1,0.554,0.554,1,2.053,2.053,0.533,2.064,10pts smooth,0.52314216,2.1269889,500pts smooth
17.594,0,,0.556,0,,2.185,0.556,2.194,10pts smooth,0.52251929,2.1267242,500pts smooth
17.596,0,,0.558,0,,2.318,0.564,2.317,10pts smooth,0.52190775,2.1264637,500pts smooth
17.598,1,0.56,0.56,1,2.45,2.45,0.548,2.405,10pts smooth,0.52130723,2.1262078,500pts smooth
17.6,0,,0.53,0,,2.452,0.525,2.463,10pts smooth,0.52071744,2.1259563,500pts smooth
17.602,0,,0.501,0,,2.454,0.505,2.465,10pts smooth,0.52013791,2.1257095,500pts smooth
17.604,2,0.471,0.471,2,2.456,2.456,0.492,2.436,10pts smooth,0.51956838,2.1254678,500pts smooth
17.606,0,,0.502,0,,2.379,0.506,2.381,10pts smooth,0.51900846,2.125231,500pts smooth
17.608,0,,0.534,0,,2.302,0.528,2.31,10pts smooth,0.51845777,2.1249998,500pts smooth
17.61,2,0.565,0.565,2,2.225,2.225,0.554,2.23,10pts smooth,0.51791602,2.1247737,500pts smooth
17.612,0,,0.571,0,,2.152,0.576,2.148,10pts smooth,0.51738286,2.1245534,500pts smooth
17.614,0,,0.577,0,,2.078,0.584,2.072,10pts smooth,0.51685786,2.1243386,500pts smooth
17.616,0,,0.584,0,,2.004,0.58,2.002,10pts smooth,0.51634073,2.12413,500pts smooth
17.618,1,0.59,0.59,1,1.93,1.93,0.551,1.96,10pts smooth,0.51583111,2.1239276,500pts smooth
17.62,0,,0.487,0,,1.957,0.473,1.952,10pts smooth,0.51532865,2.1237314,500pts smooth
17.622,0,,0.383,0,,1.983,0.391,1.972,10pts smooth,0.51483297,2.1235416,500pts smooth
